State,County,Lawyers
Alabama,Autauga,82
Alabama,Baldwin,583
Alabama,Barbour,34
Alabama,Bibb,16
Alabama,Blount,58
Alabama,Bullock,18
Alabama,Butler,27
Alabama,Calhoun,199
Alabama,Chambers,33
Alabama,Cherokee,16
Alabama,Chilton,49
Alabama,Choctaw,18
Alabama,Clarke,31
Alabama,Clay,14
Alabama,Cleburne,9
Alabama,Coffee,85
Alabama,Colbert,70
Alabama,Conecuh,11
Alabama,Coosa,9
Alabama,Covington,58
Alabama,Crenshaw,12
Alabama,Cullman,103
Alabama,Dale,40
Alabama,Dallas,77
Alabama,DeKalb,63
Alabama,Elmore,126
Alabama,Escambia,54
Alabama,Etowah,169
Alabama,Fayette,15
Alabama,Franklin,24
Alabama,Geneva,22
Alabama,Greene,8
Alabama,Hale,12
Alabama,Henry,17
Alabama,Houston,242
Alabama,Jackson,53
Alabama,Jefferson,5588
Alabama,Lamar,11
Alabama,Lauderdale,210
Alabama,Lawrence,33
Alabama,Lee,271
Alabama,Limestone,74
Alabama,Lowndes,7
Alabama,Macon,27
Alabama,Madison,991
Alabama,Marengo,21
Alabama,Marion,33
Alabama,Marshall,124
Alabama,Mobile,1292
Alabama,Monroe,31
Alabama,Montgomery,1643
Alabama,Morgan,158
Alabama,Perry,9
Alabama,Pickens,19
Alabama,Pike,53
Alabama,Randolph,17
Alabama,Russell,60
Alabama,Shelby,729
Alabama,St. Clair,106
Alabama,Sumter,17
Alabama,Talladega,96
Alabama,Tallapoosa,60
Alabama,Tuscaloosa,579
Alabama,Walker,122
Alabama,Washington,16
Alabama,Wilcox,12
Alabama,Winston,28
Alaska,Anchorage,1540
Alaska,Bethel,24
Alaska,Chugach,2
Alaska,Dillingham,5
Alaska,Fairbanks North Star,188
Alaska,Haines,2
Alaska,Juneau,204
Alaska,Kenai Peninsula,93
Alaska,Ketchikan Gateway,30
Alaska,Kodiak Island,20
Alaska,Matanuska-Susitna,120
Alaska,Nome,13
Alaska,North Slope,8
Alaska,Northwest Arctic,6
Alaska,Petersburg,3
Alaska,Prince of Wales-Hyder,1
Alaska,Sitka,22
Alaska,Skagway,1
Alaska,Southeast Fairbanks,2
Alaska,Valdez-Cordova,3
Arizona,Apache,35
Arizona,Cochise,95
Arizona,Coconino,218
Arizona,Gila,54
Arizona,Graham,18
Arizona,Greenlee,4
Arizona,La Paz,13
Arizona,Maricopa,12180
Arizona,Mohave,139
Arizona,Navajo,71
Arizona,Pima,2203
Arizona,Pinal,203
Arizona,Santa Cruz,42
Arizona,Yavapai,291
Arizona,Yuma,138
Arkansas,Arkansas,27
Arkansas,Ashley,20
Arkansas,Baxter,56
Arkansas,Benton,637
Arkansas,Boone,49
Arkansas,Bradley,7
Arkansas,Calhoun,2
Arkansas,Carroll,32
Arkansas,Chicot,15
Arkansas,Clark,46
Arkansas,Clay,10
Arkansas,Cleburne,41
Arkansas,Cleveland,0
Arkansas,Columbia,23
Arkansas,Conway,27
Arkansas,Craighead,252
Arkansas,Crawford,63
Arkansas,Crittenden,50
Arkansas,Cross,19
Arkansas,Dallas,7
Arkansas,Desha,18
Arkansas,Drew,32
Arkansas,Faulkner,232
Arkansas,Franklin,15
Arkansas,Fulton,4
Arkansas,Garland,226
Arkansas,Grant,19
Arkansas,Greene,35
Arkansas,Hempstead,22
Arkansas,Hot Spring,32
Arkansas,Howard,8
Arkansas,Independence,55
Arkansas,Izard,14
Arkansas,Jackson,18
Arkansas,Jefferson,118
Arkansas,Johnson,15
Arkansas,Lafayette,2
Arkansas,Lawrence,9
Arkansas,Lee,12
Arkansas,Lincoln,11
Arkansas,Little River,9
Arkansas,Logan,16
Arkansas,Lonoke,78
Arkansas,Madison,10
Arkansas,Marion,11
Arkansas,Miller,44
Arkansas,Mississippi,33
Arkansas,Monroe,8
Arkansas,Montgomery,3
Arkansas,Nevada,9
Arkansas,Newton,4
Arkansas,Ouachita,22
Arkansas,Perry,9
Arkansas,Phillips,33
Arkansas,Pike,4
Arkansas,Poinsett,17
Arkansas,Polk,21
Arkansas,Pope,91
Arkansas,Prairie,9
Arkansas,Pulaski,3415
Arkansas,Randolph,16
Arkansas,Saline,189
Arkansas,Scott,4
Arkansas,Searcy,6
Arkansas,Sebastian,351
Arkansas,Sevier,8
Arkansas,Sharp,17
Arkansas,St. Francis,25
Arkansas,Stone,11
Arkansas,Union,80
Arkansas,Van Buren,25
Arkansas,Washington,1034
Arkansas,White,103
Arkansas,Woodruff,6
Arkansas,Yell,14
California,Alameda,9879
California,Alpine,5
California,Amador,99
California,Butte,463
California,Calaveras,86
California,Colusa,28
California,Contra Costa,5685
California,Del Norte,52
California,El Dorado,553
California,Fresno,2328
California,Glenn,26
California,Humboldt,331
California,Imperial,164
California,Inyo,50
California,Kern,1040
California,Kings,115
California,Lake,114
California,Lassen,30
California,Los Angeles,65045
California,Madera,141
California,Marin,3370
California,Mariposa,26
California,Mendocino,288
California,Merced,205
California,Modoc,9
California,Mono,50
California,Monterey,1243
California,Napa,635
California,Nevada,442
California,Orange,20081
California,Placer,1596
California,Plumas,57
California,Riverside,4148
California,Sacramento,10033
California,San Benito,63
California,San Bernardino,2785
California,San Diego,19416
California,San Francisco,20708
California,San Joaquin,979
California,San Luis Obispo,1079
California,San Mateo,6029
California,Santa Barbara,1945
California,Santa Clara,11682
California,Santa Cruz,1052
California,Shasta,458
California,Sierra,6
California,Siskiyou,95
California,Solano,742
California,Sonoma,2315
California,Stanislaus,670
California,Sutter,135
California,Tehama,73
California,Trinity,26
California,Tulare,448
California,Tuolumne,109
California,Ventura,3607
California,Yolo,894
California,Yuba,89
Colorado,Adams,326
Colorado,Alamosa,28
Colorado,Arapahoe,1585
Colorado,Archuleta,9
Colorado,Baca,2
Colorado,Bent,1
Colorado,Boulder,1153
Colorado,Broomfield,73
Colorado,Chaffee,50
Colorado,Cheyenne,0
Colorado,Clear Creek,8
Colorado,Conejos,1
Colorado,Costilla,1
Colorado,Crowley,0
Colorado,Custer,2
Colorado,Delta,25
Colorado,Denver,7404
Colorado,Dolores,1
Colorado,Douglas,331
Colorado,Eagle,131
Colorado,El Paso,909
Colorado,Elbert,15
Colorado,Fremont,21
Colorado,Garfield,134
Colorado,Gilpin,1
Colorado,Grand,21
Colorado,Gunnison,42
Colorado,Hinsdale,0
Colorado,Huerfano,5
Colorado,Jackson,1
Colorado,Jefferson,1097
Colorado,Kiowa,1
Colorado,Kit Carson,5
Colorado,La Plata,168
Colorado,Lake,8
Colorado,Larimer,519
Colorado,Las Animas,16
Colorado,Lincoln,3
Colorado,Logan,26
Colorado,Mesa,229
Colorado,Mineral,2
Colorado,Moffat,10
Colorado,Montezuma,24
Colorado,Montrose,50
Colorado,Morgan,19
Colorado,Otero,24
Colorado,Ouray,7
Colorado,Park,6
Colorado,Phillips,2
Colorado,Pitkin,89
Colorado,Prowers,11
Colorado,Pueblo,150
Colorado,Rio Blanco,2
Colorado,Rio Grande,13
Colorado,Routt,82
Colorado,Saguache,2
Colorado,San Juan,2
Colorado,San Miguel,28
Colorado,Sedgwick,1
Colorado,Summit,67
Colorado,Teller,16
Colorado,Washington,2
Colorado,Weld,242
Colorado,Yuma,5
Connecticut,Fairfield,6102
Connecticut,Hartford,7960
Connecticut,Litchfield,525
Connecticut,Middlesex,532
Connecticut,New Haven,4458
Connecticut,New London,817
Connecticut,Tolland,273
Connecticut,Windham,210
Delaware,Kent,164
Delaware,New Castle,2068
Delaware,Sussex,255
Florida,Alachua,1002
Florida,Baker,12
Florida,Bay,319
Florida,Bradford,22
Florida,Brevard,1121
Florida,Broward,10045
Florida,Calhoun,3
Florida,Charlotte,215
Florida,Citrus,119
Florida,Clay,254
Florida,Collier,1120
Florida,Columbia,115
Florida,DeSoto,19
Florida,Dixie,4
Florida,Duval,4003
Florida,Escambia,862
Florida,Flagler,93
Florida,Franklin,19
Florida,Gadsden,35
Florida,Gilchrist,9
Florida,Glades,0
Florida,Gulf,14
Florida,Hamilton,7
Florida,Hardee,11
Florida,Hendry,31
Florida,Hernando,210
Florida,Highlands,105
Florida,Hillsborough,7429
Florida,Holmes,7
Florida,Indian River,352
Florida,Jackson,47
Florida,Jefferson,33
Florida,Lafayette,4
Florida,Lake,412
Florida,Lee,1416
Florida,Leon,3263
Florida,Levy,38
Florida,Liberty,3
Florida,Madison,12
Florida,Manatee,681
Florida,Marion,476
Florida,Martin,548
Florida,Miami-Dade,16237
Florida,Monroe,278
Florida,Nassau,113
Florida,Okaloosa,338
Florida,Okeechobee,38
Florida,Orange,6555
Florida,Osceola,326
Florida,Palm Beach,7816
Florida,Pasco,521
Florida,Pinellas,3690
Florida,Polk,942
Florida,Putnam,87
Florida,Santa Rosa,144
Florida,Sarasota,1429
Florida,Seminole,1144
Florida,St. Johns,616
Florida,St. Lucie,387
Florida,Sumter,90
Florida,Suwannee,54
Florida,Taylor,23
Florida,Union,4
Florida,Volusia,1083
Florida,Wakulla,25
Florida,Walton,134
Florida,Washington,16
Georgia,Appling,9
Georgia,Atkinson,3
Georgia,Bacon,6
Georgia,Baker,0
Georgia,Baldwin,61
Georgia,Banks,5
Georgia,Barrow,63
Georgia,Bartow,126
Georgia,Ben Hill,14
Georgia,Berrien,15
Georgia,Bibb,689
Georgia,Bleckley,12
Georgia,Brantley,2
Georgia,Brooks,5
Georgia,Bryan,37
Georgia,Bulloch,102
Georgia,Burke,5
Georgia,Butts,24
Georgia,Calhoun,1
Georgia,Camden,37
Georgia,Candler,12
Georgia,Carroll,155
Georgia,Catoosa,43
Georgia,Charlton,4
Georgia,Chatham,951
Georgia,Chattahoochee,1
Georgia,Chattooga,25
Georgia,Cherokee,348
Georgia,Clarke,411
Georgia,Clay,0
Georgia,Clayton,288
Georgia,Clinch,8
Georgia,Cobb,3147
Georgia,Coffee,46
Georgia,Colquitt,46
Georgia,Columbia,143
Georgia,Cook,19
Georgia,Coweta,172
Georgia,Crawford,4
Georgia,Crisp,34
Georgia,Dade,9
Georgia,Dawson,29
Georgia,DeKalb,3350
Georgia,Decatur,27
Georgia,Dodge,20
Georgia,Dooly,7
Georgia,Dougherty,215
Georgia,Douglas,204
Georgia,Early,13
Georgia,Echols,0
Georgia,Effingham,29
Georgia,Elbert,23
Georgia,Emanuel,26
Georgia,Evans,8
Georgia,Fannin,47
Georgia,Fayette,293
Georgia,Floyd,180
Georgia,Forsyth,373
Georgia,Franklin,28
Georgia,Fulton,14418
Georgia,Gilmer,38
Georgia,Glascock,1
Georgia,Glynn,273
Georgia,Gordon,41
Georgia,Grady,13
Georgia,Greene,36
Georgia,Gwinnett,1871
Georgia,Habersham,60
Georgia,Hall,353
Georgia,Hancock,5
Georgia,Haralson,21
Georgia,Harris,19
Georgia,Hart,20
Georgia,Heard,5
Georgia,Henry,280
Georgia,Houston,167
Georgia,Irwin,7
Georgia,Jackson,57
Georgia,Jasper,11
Georgia,Jeff Davis,10
Georgia,Jefferson,8
Georgia,Jenkins,5
Georgia,Johnson,1
Georgia,Jones,21
Georgia,Lamar,10
Georgia,Lanier,3
Georgia,Laurens,69
Georgia,Lee,9
Georgia,Liberty,57
Georgia,Lincoln,4
Georgia,Long,1
Georgia,Lowndes,215
Georgia,Lumpkin,45
Georgia,Macon,2
Georgia,Madison,14
Georgia,Marion,2
Georgia,McDuffie,28
Georgia,McIntosh,25
Georgia,Meriwether,16
Georgia,Miller,5
Georgia,Mitchell,16
Georgia,Monroe,51
Georgia,Montgomery,1
Georgia,Morgan,36
Georgia,Murray,7
Georgia,Muscogee,445
Georgia,Newton,98
Georgia,Oconee,106
Georgia,Oglethorpe,7
Georgia,Paulding,104
Georgia,Peach,22
Georgia,Pickens,58
Georgia,Pierce,8
Georgia,Pike,21
Georgia,Polk,41
Georgia,Pulaski,9
Georgia,Putnam,18
Georgia,Quitman,2
Georgia,Rabun,39
Georgia,Randolph,8
Georgia,Richmond,460
Georgia,Rockdale,168
Georgia,Schley,1
Georgia,Screven,6
Georgia,Seminole,8
Georgia,Spalding,88
Georgia,Stephens,32
Georgia,Stewart,6
Georgia,Sumter,43
Georgia,Talbot,3
Georgia,Taliaferro,2
Georgia,Tattnall,7
Georgia,Taylor,4
Georgia,Telfair,5
Georgia,Terrell,9
Georgia,Thomas,70
Georgia,Tift,77
Georgia,Toombs,37
Georgia,Towns,17
Georgia,Treutlen,3
Georgia,Troup,74
Georgia,Turner,7
Georgia,Twiggs,1
Georgia,Union,32
Georgia,Upson,29
Georgia,Walker,71
Georgia,Walton,98
Georgia,Ware,66
Georgia,Warren,5
Georgia,Washington,9
Georgia,Wayne,25
Georgia,Webster,0
Georgia,Wheeler,1
Georgia,White,31
Georgia,Whitfield,154
Georgia,Wilcox,1
Georgia,Wilkes,8
Georgia,Wilkinson,5
Georgia,Worth,5
Hawaii,Hawaii,390
Hawaii,Honolulu,4643
Hawaii,Kalawao,0
Hawaii,Kauai,139
Hawaii,Maui,340
Idaho,Ada,2104
Idaho,Adams,3
Idaho,Bannock,153
Idaho,Bear Lake,2
Idaho,Benewah,10
Idaho,Bingham,37
Idaho,Blaine,74
Idaho,Boise,1
Idaho,Bonner,71
Idaho,Bonneville,262
Idaho,Boundary,10
Idaho,Butte,1
Idaho,Camas,0
Idaho,Canyon,213
Idaho,Caribou,4
Idaho,Cassia,28
Idaho,Clark,0
Idaho,Clearwater,7
Idaho,Custer,2
Idaho,Elmore,17
Idaho,Franklin,10
Idaho,Fremont,10
Idaho,Gem,14
Idaho,Gooding,10
Idaho,Idaho,17
Idaho,Jefferson,7
Idaho,Jerome,16
Idaho,Kootenai,313
Idaho,Latah,94
Idaho,Lemhi,7
Idaho,Lewis,3
Idaho,Lincoln,0
Idaho,Madison,37
Idaho,Minidoka,16
Idaho,Nez Perce,83
Idaho,Oneida,3
Idaho,Owyhee,4
Idaho,Payette,16
Idaho,Power,7
Idaho,Shoshone,6
Idaho,Teton,20
Idaho,Twin Falls,148
Idaho,Valley,20
Idaho,Washington,11
Illinois,Adams,111
Illinois,Alexander,7
Illinois,Bond,14
Illinois,Boone,45
Illinois,Brown,11
Illinois,Bureau,28
Illinois,Calhoun,5
Illinois,Carroll,13
Illinois,Cass,9
Illinois,Champaign,539
Illinois,Christian,35
Illinois,Clark,13
Illinois,Clay,11
Illinois,Clinton,23
Illinois,Coles,84
Illinois,Cook,46345
Illinois,Crawford,19
Illinois,Cumberland,7
Illinois,De Witt,17
Illinois,DeKalb,168
Illinois,Douglas,19
Illinois,DuPage,4312
Illinois,Edgar,20
Illinois,Edwards,4
Illinois,Effingham,56
Illinois,Fayette,22
Illinois,Ford,13
Illinois,Franklin,49
Illinois,Fulton,29
Illinois,Gallatin,7
Illinois,Greene,17
Illinois,Grundy,73
Illinois,Hamilton,10
Illinois,Hancock,13
Illinois,Hardin,3
Illinois,Henderson,9
Illinois,Henry,45
Illinois,Iroquois,21
Illinois,Jackson,189
Illinois,Jasper,9
Illinois,Jefferson,109
Illinois,Jersey,17
Illinois,Jo Daviess,34
Illinois,Johnson,11
Illinois,Kane,1139
Illinois,Kankakee,111
Illinois,Kendall,100
Illinois,Knox,51
Illinois,LaSalle,205
Illinois,Lake,3023
Illinois,Lawrence,13
Illinois,Lee,37
Illinois,Livingston,43
Illinois,Logan,22
Illinois,Macon,210
Illinois,Macoupin,34
Illinois,Madison,725
Illinois,Marion,42
Illinois,Marshall,9
Illinois,Mason,10
Illinois,Massac,15
Illinois,McDonough,38
Illinois,McHenry,568
Illinois,McLean,543
Illinois,Menard,10
Illinois,Mercer,6
Illinois,Monroe,34
Illinois,Montgomery,22
Illinois,Morgan,39
Illinois,Moultrie,13
Illinois,Ogle,52
Illinois,Peoria,722
Illinois,Perry,23
Illinois,Piatt,23
Illinois,Pike,11
Illinois,Pope,5
Illinois,Pulaski,3
Illinois,Putnam,9
Illinois,Randolph,27
Illinois,Richland,22
Illinois,Rock Island,330
Illinois,Saline,43
Illinois,Sangamon,1137
Illinois,Schuyler,9
Illinois,Scott,5
Illinois,Shelby,16
Illinois,St. Clair,694
Illinois,Stark,6
Illinois,Stephenson,53
Illinois,Tazewell,112
Illinois,Union,29
Illinois,Vermilion,101
Illinois,Wabash,14
Illinois,Warren,19
Illinois,Washington,21
Illinois,Wayne,12
Illinois,White,12
Illinois,Whiteside,79
Illinois,Will,981
Illinois,Williamson,137
Illinois,Winnebago,718
Illinois,Woodford,25
Indiana,Adams,30
Indiana,Allen,793
Indiana,Bartholomew,103
Indiana,Benton,10
Indiana,Blackford,10
Indiana,Boone,159
Indiana,Brown,19
Indiana,Carroll,20
Indiana,Cass,45
Indiana,Clark,131
Indiana,Clay,18
Indiana,Clinton,27
Indiana,Crawford,7
Indiana,Daviess,21
Indiana,DeKalb,41
Indiana,Dearborn,54
Indiana,Decatur,32
Indiana,Delaware,149
Indiana,Dubois,57
Indiana,Elkhart,256
Indiana,Fayette,18
Indiana,Floyd,161
Indiana,Fountain,22
Indiana,Franklin,17
Indiana,Fulton,16
Indiana,Gibson,25
Indiana,Grant,68
Indiana,Greene,24
Indiana,Hamilton,1174
Indiana,Hancock,114
Indiana,Harrison,28
Indiana,Hendricks,193
Indiana,Henry,35
Indiana,Howard,87
Indiana,Huntington,38
Indiana,Jackson,46
Indiana,Jasper,28
Indiana,Jay,16
Indiana,Jefferson,36
Indiana,Jennings,19
Indiana,Johnson,239
Indiana,Knox,42
Indiana,Kosciusko,97
Indiana,LaGrange,21
Indiana,LaPorte,136
Indiana,Lake,1049
Indiana,Lawrence,42
Indiana,Madison,155
Indiana,Marion,6534
Indiana,Marshall,45
Indiana,Martin,8
Indiana,Miami,30
Indiana,Monroe,404
Indiana,Montgomery,42
Indiana,Morgan,73
Indiana,Newton,19
Indiana,Noble,38
Indiana,Ohio,9
Indiana,Orange,17
Indiana,Owen,17
Indiana,Parke,10
Indiana,Perry,16
Indiana,Pike,11
Indiana,Porter,358
Indiana,Posey,17
Indiana,Pulaski,17
Indiana,Putnam,29
Indiana,Randolph,19
Indiana,Ripley,35
Indiana,Rush,20
Indiana,Scott,25
Indiana,Shelby,72
Indiana,Spencer,15
Indiana,St. Joseph,587
Indiana,Starke,18
Indiana,Steuben,39
Indiana,Sullivan,16
Indiana,Switzerland,9
Indiana,Tippecanoe,307
Indiana,Tipton,11
Indiana,Union,6
Indiana,Vanderburgh,474
Indiana,Vermillion,11
Indiana,Vigo,197
Indiana,Wabash,26
Indiana,Warren,9
Indiana,Warrick,63
Indiana,Washington,24
Indiana,Wayne,66
Indiana,Wells,22
Indiana,White,28
Indiana,Whitley,32
Iowa,Adair,10
Iowa,Adams,2
Iowa,Allamakee,13
Iowa,Appanoose,12
Iowa,Audubon,5
Iowa,Benton,21
Iowa,Black Hawk,186
Iowa,Boone,33
Iowa,Bremer,35
Iowa,Buchanan,15
Iowa,Buena Vista,29
Iowa,Butler,16
Iowa,Calhoun,7
Iowa,Carroll,22
Iowa,Cass,11
Iowa,Cedar,24
Iowa,Cerro Gordo,69
Iowa,Cherokee,17
Iowa,Chickasaw,12
Iowa,Clarke,11
Iowa,Clay,18
Iowa,Clayton,17
Iowa,Clinton,45
Iowa,Crawford,17
Iowa,Dallas,520
Iowa,Davis,8
Iowa,Decatur,8
Iowa,Delaware,12
Iowa,Des Moines,53
Iowa,Dickinson,53
Iowa,Dubuque,159
Iowa,Emmet,6
Iowa,Fayette,20
Iowa,Floyd,18
Iowa,Franklin,13
Iowa,Fremont,4
Iowa,Greene,18
Iowa,Grundy,10
Iowa,Guthrie,21
Iowa,Hamilton,16
Iowa,Hancock,15
Iowa,Hardin,13
Iowa,Harrison,6
Iowa,Henry,24
Iowa,Howard,6
Iowa,Humboldt,8
Iowa,Ida,7
Iowa,Iowa,40
Iowa,Jackson,17
Iowa,Jasper,49
Iowa,Jefferson,38
Iowa,Johnson,510
Iowa,Jones,18
Iowa,Keokuk,7
Iowa,Kossuth,27
Iowa,Lee,35
Iowa,Linn,529
Iowa,Louisa,8
Iowa,Lucas,12
Iowa,Lyon,12
Iowa,Madison,33
Iowa,Mahaska,18
Iowa,Marion,43
Iowa,Marshall,51
Iowa,Mills,23
Iowa,Mitchell,8
Iowa,Monona,7
Iowa,Monroe,7
Iowa,Montgomery,12
Iowa,Muscatine,56
Iowa,O'Brien,15
Iowa,Osceola,8
Iowa,Page,9
Iowa,Palo Alto,5
Iowa,Plymouth,30
Iowa,Pocahontas,7
Iowa,Polk,2574
Iowa,Pottawattamie,141
Iowa,Poweshiek,24
Iowa,Ringgold,2
Iowa,Sac,13
Iowa,Scott,381
Iowa,Shelby,11
Iowa,Sioux,31
Iowa,Story,145
Iowa,Tama,16
Iowa,Taylor,1
Iowa,Union,15
Iowa,Van Buren,5
Iowa,Wapello,42
Iowa,Warren,154
Iowa,Washington,32
Iowa,Wayne,6
Iowa,Webster,38
Iowa,Winnebago,9
Iowa,Winneshiek,35
Iowa,Woodbury,205
Iowa,Worth,6
Iowa,Wright,13
Kansas,Allen,15
Kansas,Anderson,7
Kansas,Atchison,19
Kansas,Barber,5
Kansas,Barton,40
Kansas,Bourbon,16
Kansas,Brown,11
Kansas,Butler,42
Kansas,Chase,3
Kansas,Chautauqua,5
Kansas,Cherokee,29
Kansas,Cheyenne,3
Kansas,Clark,5
Kansas,Clay,8
Kansas,Cloud,8
Kansas,Coffey,10
Kansas,Comanche,2
Kansas,Cowley,31
Kansas,Crawford,55
Kansas,Decatur,3
Kansas,Dickinson,14
Kansas,Doniphan,10
Kansas,Douglas,301
Kansas,Edwards,1
Kansas,Elk,4
Kansas,Ellis,56
Kansas,Ellsworth,11
Kansas,Finney,54
Kansas,Ford,37
Kansas,Franklin,28
Kansas,Geary,50
Kansas,Gove,1
Kansas,Graham,3
Kansas,Grant,6
Kansas,Gray,4
Kansas,Greeley,3
Kansas,Greenwood,5
Kansas,Hamilton,2
Kansas,Harper,7
Kansas,Harvey,40
Kansas,Haskell,4
Kansas,Hodgeman,1
Kansas,Jackson,12
Kansas,Jefferson,10
Kansas,Jewell,2
Kansas,Johnson,2246
Kansas,Kearny,1
Kansas,Kingman,7
Kansas,Kiowa,1
Kansas,Labette,12
Kansas,Lane,1
Kansas,Leavenworth,63
Kansas,Lincoln,5
Kansas,Linn,7
Kansas,Logan,3
Kansas,Lyon,39
Kansas,Marion,5
Kansas,Marshall,10
Kansas,McPherson,35
Kansas,Meade,1
Kansas,Miami,25
Kansas,Mitchell,12
Kansas,Montgomery,37
Kansas,Morris,6
Kansas,Morton,5
Kansas,Nemaha,8
Kansas,Neosho,27
Kansas,Ness,1
Kansas,Norton,8
Kansas,Osage,13
Kansas,Osborne,6
Kansas,Ottawa,6
Kansas,Pawnee,8
Kansas,Phillips,5
Kansas,Pottawatomie,14
Kansas,Pratt,17
Kansas,Rawlins,2
Kansas,Reno,83
Kansas,Republic,6
Kansas,Rice,9
Kansas,Riley,131
Kansas,Rooks,5
Kansas,Rush,2
Kansas,Russell,7
Kansas,Saline,104
Kansas,Scott,7
Kansas,Sedgwick,1307
Kansas,Seward,25
Kansas,Shawnee,1071
Kansas,Sheridan,3
Kansas,Sherman,8
Kansas,Smith,4
Kansas,Stafford,1
Kansas,Stanton,2
Kansas,Stevens,7
Kansas,Sumner,23
Kansas,Thomas,12
Kansas,Trego,4
Kansas,Wabaunsee,5
Kansas,Wallace,2
Kansas,Washington,3
Kansas,Wichita,2
Kansas,Wilson,4
Kansas,Woodson,3
Kansas,Wyandotte,326
Kentucky,Adair,21
Kentucky,Allen,11
Kentucky,Anderson,35
Kentucky,Ballard,8
Kentucky,Barren,58
Kentucky,Bath,14
Kentucky,Bell,40
Kentucky,Boone,266
Kentucky,Bourbon,39
Kentucky,Boyd,118
Kentucky,Boyle,75
Kentucky,Bracken,11
Kentucky,Breathitt,18
Kentucky,Breckinridge,11
Kentucky,Bullitt,81
Kentucky,Butler,7
Kentucky,Caldwell,16
Kentucky,Calloway,52
Kentucky,Campbell,277
Kentucky,Carlisle,2
Kentucky,Carroll,16
Kentucky,Carter,23
Kentucky,Casey,9
Kentucky,Christian,79
Kentucky,Clark,52
Kentucky,Clay,31
Kentucky,Clinton,14
Kentucky,Crittenden,11
Kentucky,Cumberland,8
Kentucky,Daviess,212
Kentucky,Edmonson,6
Kentucky,Elliott,5
Kentucky,Estill,9
Kentucky,Fayette,2291
Kentucky,Fleming,14
Kentucky,Floyd,93
Kentucky,Franklin,610
Kentucky,Fulton,11
Kentucky,Gallatin,6
Kentucky,Garrard,18
Kentucky,Grant,26
Kentucky,Graves,39
Kentucky,Grayson,29
Kentucky,Green,10
Kentucky,Greenup,47
Kentucky,Hancock,10
Kentucky,Hardin,154
Kentucky,Harlan,33
Kentucky,Harrison,28
Kentucky,Hart,13
Kentucky,Henderson,92
Kentucky,Henry,23
Kentucky,Hickman,7
Kentucky,Hopkins,72
Kentucky,Jackson,7
Kentucky,Jefferson,4940
Kentucky,Jessamine,98
Kentucky,Johnson,51
Kentucky,Kenton,790
Kentucky,Knott,24
Kentucky,Knox,38
Kentucky,Larue,17
Kentucky,Laurel,124
Kentucky,Lawrence,16
Kentucky,Lee,3
Kentucky,Leslie,16
Kentucky,Letcher,28
Kentucky,Lewis,7
Kentucky,Lincoln,17
Kentucky,Livingston,9
Kentucky,Logan,25
Kentucky,Lyon,15
Kentucky,Madison,157
Kentucky,Magoffin,20
Kentucky,Marion,31
Kentucky,Marshall,31
Kentucky,Martin,13
Kentucky,Mason,32
Kentucky,McCracken,240
Kentucky,McCreary,8
Kentucky,McLean,4
Kentucky,Meade,19
Kentucky,Menifee,3
Kentucky,Mercer,36
Kentucky,Metcalfe,8
Kentucky,Monroe,8
Kentucky,Montgomery,38
Kentucky,Morgan,11
Kentucky,Muhlenberg,26
Kentucky,Nelson,63
Kentucky,Nicholas,5
Kentucky,Ohio,21
Kentucky,Oldham,243
Kentucky,Owen,14
Kentucky,Owsley,3
Kentucky,Pendleton,12
Kentucky,Perry,71
Kentucky,Pike,165
Kentucky,Powell,16
Kentucky,Pulaski,104
Kentucky,Robertson,2
Kentucky,Rockcastle,16
Kentucky,Rowan,50
Kentucky,Russell,19
Kentucky,Scott,105
Kentucky,Shelby,104
Kentucky,Simpson,17
Kentucky,Spencer,24
Kentucky,Taylor,38
Kentucky,Todd,9
Kentucky,Trigg,12
Kentucky,Trimble,5
Kentucky,Union,10
Kentucky,Warren,316
Kentucky,Washington,14
Kentucky,Wayne,20
Kentucky,Webster,11
Kentucky,Whitley,77
Kentucky,Wolfe,10
Kentucky,Woodford,110
Louisiana,Acadia,61
Louisiana,Allen,29
Louisiana,Ascension,242
Louisiana,Assumption,19
Louisiana,Avoyelles,61
Louisiana,Beauregard,31
Louisiana,Bienville,11
Louisiana,Bossier,142
Louisiana,Caddo,851
Louisiana,Calcasieu,548
Louisiana,Caldwell,19
Louisiana,Cameron,5
Louisiana,Catahoula,8
Louisiana,Claiborne,8
Louisiana,Concordia,31
Louisiana,De Soto,26
Louisiana,East Baton Rouge,3538
Louisiana,East Carroll,4
Louisiana,East Feliciana,31
Louisiana,Evangeline,42
Louisiana,Franklin,17
Louisiana,Grant,9
Louisiana,Iberia,124
Louisiana,Iberville,81
Louisiana,Jackson,11
Louisiana,Jefferson,2444
Louisiana,Jefferson Davis,31
Louisiana,La Salle,15
Louisiana,Lafayette,1267
Louisiana,Lafourche,153
Louisiana,Lincoln,78
Louisiana,Livingston,148
Louisiana,Madison,10
Louisiana,Morehouse,17
Louisiana,Natchitoches,82
Louisiana,Orleans,5805
Louisiana,Ouachita,435
Louisiana,Plaquemines,56
Louisiana,Pointe Coupee,41
Louisiana,Rapides,390
Louisiana,Red River,10
Louisiana,Richland,19
Louisiana,Sabine,13
Louisiana,St. Bernard,79
Louisiana,St. Charles,98
Louisiana,St. Helena,7
Louisiana,St. James,24
